Type,Amount,WaitTimeNanos
Producer,55563,65185000
Consumer,6363,0
Consumer,99389,83
Producer,24400,65237417
Producer,26902,65218125
Consumer,24770,41
Producer,25799,65200625
Consumer,41625,42
Producer,72926,65201041
Consumer,2709,83
Consumer,68430,84
Producer,78202,65227875
Consumer,37491,459
Producer,44619,65247000
Consumer,94315,292
Producer,71014,65449667
Producer,39719,65428292
Consumer,58788,125
Producer,38628,65406833
Producer,8940,65394792
Producer,8921,65386792
Producer,6979,65376083
Consumer,12931,250
Consumer,85205,42
Consumer,3486,167
Producer,53282,65677042
Producer,21497,65652209
Consumer,25839,125
Producer,33113,65639541
Producer,10541,65617958
Consumer,44644,42
Consumer,80870,0
Producer,88304,65669917
Consumer,29516,42
Producer,75891,65674750
Consumer,39764,166
Consumer,10733,84
Consumer,90292,167
Producer,64187,65928833
Producer,9560,65904833
Consumer,93227,125
Producer,38961,65882125
Producer,68950,65853041
Producer,2344,65824125
Consumer,85867,166
Producer,66554,65795417
Consumer,3505,42
Consumer,92715,41
Producer,77882,65972250
Consumer,49851,21416
Producer,39111,65957791
Consumer,67499,416
Producer,50522,65935209
Consumer,7991,292
Producer,82859,65939500
Producer,2717,65930958
Consumer,35804,209
Consumer,13906,125
Producer,83178,66118042
Consumer,33331,458
Producer,16954,66121209
Consumer,70238,291
Producer,13289,66108917
Producer,30660,66090500
Consumer,86063,125
Producer,45388,66071250
Producer,37016,66053084
Consumer,8295,208
Consumer,89527,41
Producer,84235,66070042
Consumer,35288,42
Producer,88524,66076417
Consumer,67613,167
Producer,56043,66211708
Consumer,9912,41
Consumer,60313,83
Producer,50803,66251083
Producer,30593,66236167
Consumer,60524,417
Producer,63953,66239250
Consumer,89796,250
Producer,20846,66332208
Producer,35087,66316791
Consumer,3530,125
Consumer,63270,0
Producer,48620,66337292
Producer,15902,66321458
Producer,26667,66308666
Consumer,57472,83
Producer,16124,66285917
Producer,34202,66268375
Consumer,87196,209
Producer,90618,66248500
Consumer,35982,42
Producer,34627,66246000
Consumer,34123,334
Consumer,53104,292
Producer,83266,66302750
Consumer,34455,542
Producer,38977,66303750
Consumer,83403,208
Producer,53161,66662458
Consumer,69897,125
Producer,77194,66661375
Consumer,90311,83
Producer,82378,66660834
Producer,30417,66637833
Consumer,52631,375
Producer,23882,66646208
Consumer,5744,333
Consumer,59003,208
Producer,62391,66773625
Consumer,6455,125
Consumer,93903,292
Producer,92802,66887959
Consumer,64823,42
Producer,86145,66982000
Producer,4295,66966416
Consumer,32161,334
Producer,15309,66980333
Consumer,38770,417
Consumer,77030,459
Producer,81914,67029000
Consumer,24853,125
Producer,87702,67007083
Consumer,99022,166
Producer,87424,67009500
Consumer,5867,417
Consumer,47274,334
Producer,54738,67099833
Consumer,37667,125
Consumer,31919,0
Producer,87296,67110542
Producer,4396,67089167
Consumer,5724,125
Consumer,51374,208
Consumer,38822,83
Producer,73989,67150541
Producer,11083,67131542
Consumer,20408,500
Consumer,52253,292
Consumer,50677,41
Producer,98121,67307667
Consumer,45283,125
Producer,74034,67298792
Consumer,48062,83
Producer,57663,67431583
Consumer,44943,125
Producer,40620,67424750
Consumer,43693,333
Consumer,50587,417
Producer,94554,67587875
Consumer,36483,375
Consumer,29011,41
Consumer,33090,41
Producer,94039,67647334
Producer,183,67624292
Consumer,59163,291
Consumer,60518,208
Producer,80719,67641542
Producer,56795,67624584
Consumer,57167,375
Producer,33840,67626167
Consumer,51548,125
Consumer,87933,42
Producer,90214,67732583
Producer,20822,67711042
Consumer,63430,83
Producer,73881,67693416
Consumer,8277,83
Consumer,55920,83
Producer,67393,67920542
Consumer,90365,41
Producer,68651,67941500
Producer,34786,67918458
Consumer,91070,84
Producer,66398,67919708
Producer,3333,67883334
Producer,7448,67866250
Producer,31591,67847333
Consumer,53117,125
Consumer,9772,42
Consumer,25809,83
Producer,87002,67885000
Consumer,20072,416
Consumer,82888,542
Producer,59452,67938334
Producer,49040,67904125
Consumer,663,583
Consumer,5265,125
Consumer,76665,42
Producer,33514,68195458
Consumer,32246,209
Producer,77949,68255416
Consumer,80413,166
Producer,88100,68263375
Consumer,93655,500
Producer,49131,68263208
Consumer,29897,417
Consumer,35394,42
Producer,83489,68337083
Consumer,74120,83
Producer,45824,68329083
Producer,9586,68317584
Consumer,38210,541
Producer,16834,68300667
Producer,16728,68286750
Consumer,95934,209
Producer,60205,68369959
Producer,51740,68353000
Consumer,51085,83
Producer,13076,68335625
Producer,5556,68312000
Consumer,76845,41
Producer,95234,68486708
Producer,25591,68459292
Consumer,22782,125
Consumer,8494,125
Producer,50693,68475667
Producer,1002,68453208
Consumer,80433,208
Producer,10879,68467500
Consumer,45637,42
Producer,89410,68460625
Consumer,18657,166
Producer,37773,68458041
Consumer,94617,0
Producer,49844,68457167
Producer,14147,68427584
Consumer,79986,83
Producer,66425,68406000
Producer,19606,68392125
Consumer,98987,375
Producer,61603,68384000
Producer,49566,68360333
Consumer,13912,417
Consumer,44640,375
Consumer,41806,41
Producer,85079,68415541
Producer,3942,68395458
Consumer,55797,291
Consumer,55375,83
Producer,36425,68410000
Producer,42992,68390792
Producer,4952,68372584
Consumer,80596,125
Producer,99337,68354542
Consumer,72112,83
Producer,41820,68368208
Producer,63095,68347333
Consumer,81598,333
Producer,76349,68345792
Consumer,29940,250
Consumer,8210,250
Consumer,50584,42
Producer,56969,68916666
Consumer,61046,125
Producer,43925,68904959
Consumer,45287,375
Producer,70859,68907500
Consumer,84243,209
Producer,57025,68895000
Consumer,93488,125
Producer,82589,68996417
Producer,57233,68977041
Consumer,43991,250
Consumer,82581,209
Producer,99011,68994250
Consumer,43141,208
Producer,75635,69001291
Consumer,75564,42
Producer,77176,69173750
Consumer,3680,125
Consumer,99524,83
Producer,75683,69277792
Consumer,4790,125
Producer,40485,69270208
Consumer,87946,84
Producer,88240,69301375
Consumer,63274,84
Consumer,97877,167
Producer,72365,69354292
Producer,87526,69334834
Consumer,28625,125
Producer,27880,69311083
Consumer,22406,83
Producer,21566,69368875
Consumer,21662,500
Consumer,4285,458
Consumer,88413,42
Consumer,75791,125
Producer,49878,69443166
Producer,56599,69412375
Producer,54308,69386542
Consumer,37657,125
Producer,34684,69377875
Consumer,50997,250
Producer,72956,69553209
Consumer,16764,458
Consumer,62792,42
Producer,73393,69624917
Producer,20130,69609958
Consumer,37717,292
Consumer,59061,334
Producer,59418,69704250
Producer,12170,69674500
Consumer,8738,84
Consumer,10025,167
Producer,40760,69700250
Consumer,92447,209
Producer,89771,69766208
Consumer,24785,375
Consumer,79861,417
Producer,99003,69844459
Consumer,79910,125
Producer,18029,69839916
Consumer,92159,125
Producer,61146,69817500
Producer,8131,69795708
Producer,74398,69784375
Consumer,59823,250
Producer,78425,69774917
Consumer,45481,167
Producer,34908,69769417
Consumer,38934,125
Consumer,5021,84
Producer,57098,69913916
Consumer,72774,84
Producer,8123,69914083
Producer,254,69896500
Producer,62577,69875416
Consumer,25568,125
Producer,29205,69934041
Consumer,41617,83
Producer,26636,69927208
Consumer,8903,41
Consumer,19727,83
Consumer,81909,83
Producer,71416,69995916
Consumer,48897,125
Producer,67852,69925333
Consumer,11126,42
Consumer,31349,42
Producer,57724,69969000
Consumer,63099,41
Producer,43959,69946542
Consumer,37587,84
Consumer,9114,83
Consumer,44940,41
Producer,91930,69993125
Producer,22670,69967875
Consumer,66837,167
Producer,70286,69955458
Consumer,86219,42
Producer,61684,69954166
Producer,11057,69923666
Consumer,99335,667
Producer,60867,69930292
Producer,26602,69911834
Consumer,31278,334
Consumer,28687,41
Producer,83416,70257375
Consumer,41793,83
Consumer,11946,209
Consumer,8144,42
Producer,71063,70305500
Consumer,11864,125
Producer,12730,70302042
Consumer,81833,42
Producer,59920,70385875
Consumer,34185,42
Consumer,75091,125
Producer,95366,70513084
Producer,37682,70487291
Consumer,3511,125
Consumer,86634,83
Producer,79199,70513250
Consumer,86831,42
Producer,66577,70579375
Producer,9039,70555500
Consumer,87310,125
Producer,92340,70529333
Consumer,19539,83
Consumer,27688,166
Consumer,34968,84
Producer,91509,70691166
Consumer,10392,125
Consumer,82295,42
Producer,78317,70741500
Consumer,60040,209
Consumer,46756,250
Producer,96800,70853417
Consumer,62314,84
Producer,71834,70848209
Consumer,63179,166
Producer,69717,70853500
Producer,8036,70827792
Consumer,78654,459
Producer,76625,70822000
Consumer,62122,458
Producer,67472,70818791
Producer,1919,70800583
Consumer,54172,459
Consumer,75759,41
Producer,81150,70804250
Producer,18429,70779375
Consumer,61891,542
Producer,37515,70776666
Producer,14814,70773958
Consumer,96998,209
Producer,52039,70875500
Consumer,86970,458
Producer,51120,70903875
Consumer,64025,20375
Producer,44339,70893583
Producer,95891,70879166
Consumer,78786,21167
Producer,57813,70859250
Consumer,88165,208
Producer,46877,70837584
Producer,842,70813083
Producer,57630,70782292
Consumer,48210,375
Producer,80124,70768958
Consumer,55155,375
Producer,47146,70769000
Consumer,81072,125
Producer,99397,70760375
Producer,4971,70736583
Consumer,78760,167
Producer,69830,70720375
Consumer,79069,334
Producer,73468,70727667
Producer,1070,70709750
Consumer,36446,0
Consumer,35748,417
Producer,78664,71007958
Consumer,55149,542
Producer,39001,71009666
Consumer,50641,584
Producer,35470,71004542
Consumer,72075,209
Producer,82802,71099833
Consumer,79481,125
Producer,99228,71163958
Consumer,72163,83
Producer,40132,71169125
Producer,8235,71142250
Consumer,95993,250
Producer,75935,71127125
Producer,28871,71110542
Consumer,96900,209
Producer,33333,71143875
Producer,1750,71122333
Producer,80710,71101750
Consumer,92246,208
Producer,2054,71092792
Producer,88894,71076583
Consumer,45552,417
Consumer,93759,41
Producer,86234,71286500
Producer,8265,71268000
Consumer,11732,209
Producer,49306,71250875
Consumer,94344,83
Producer,84805,71254208
Consumer,48051,167
Producer,68891,71243917
Consumer,88480,41
Producer,84189,71225625
Consumer,57344,42
Producer,53425,71215250
Consumer,68300,209
Producer,36639,71331375
Producer,40016,71312333
Consumer,18605,250
Consumer,63145,333
Producer,45813,71327458
Producer,32405,71304542
Consumer,62927,375
Producer,40689,71284625
Producer,19328,71267000
Consumer,95142,208
Producer,79212,71458041
Consumer,83052,250
Producer,39216,71452500
Producer,20308,71432291
Consumer,50128,375
Producer,37063,71413708
Consumer,48803,333
Producer,71271,71413250
Consumer,73160,291
Producer,4975,71403250
Producer,40104,71345500
Consumer,88963,125
Producer,78571,71423375
Consumer,78188,84
Producer,97182,71410042
Producer,29138,71386833
Consumer,12897,375
Consumer,56488,417
Producer,93013,71414917
Producer,6023,71393458
Consumer,77363,541
Producer,24415,71364166
Consumer,5210,417
Producer,37968,71366250
Consumer,45802,292
Consumer,10725,0
Producer,71174,71395042
Consumer,49703,292
Producer,46343,71391458
Consumer,79085,458
Producer,90428,71386208
Consumer,252,167
Consumer,33280,292
Consumer,39701,42
Consumer,2377,42
Consumer,87356,0
Producer,90874,71731000
Producer,3159,71708583
Producer,574,71680917
Consumer,27265,583
Producer,3325,71660959
Producer,13127,71596209
Consumer,66598,292
Producer,77294,71598750
Consumer,50397,42
Producer,86631,71736000
Producer,22146,71708125
Consumer,84201,83
Producer,73000,71695667
Consumer,49462,41
Consumer,28872,42
Producer,73644,71816750
Consumer,6829,666
Consumer,15231,250
Consumer,75297,125
Producer,74753,71864375
Consumer,95598,250
Producer,96652,71864917
Producer,1577,71827000
Consumer,36230,250
Consumer,13273,41
Producer,95696,72000209
Consumer,36711,125
Producer,12982,71984917
Consumer,66424,167
Producer,85223,71960209
Consumer,8536,83
Consumer,75179,125
Producer,74261,71979666
Consumer,92427,500
Producer,26846,71999834
Producer,68553,71967584
Consumer,511,292
Consumer,27132,83
Producer,23870,72036834
Consumer,1732,41
Consumer,84394,42
Producer,34433,72199209
Producer,36526,72169750
Producer,30381,72075042
Consumer,59824,292
Consumer,89077,416
Producer,89407,72150500
Producer,41787,72128209
Consumer,51834,125
Producer,26095,72128708
Producer,27649,72107875
Consumer,18991,208
Consumer,72790,41
Producer,85463,72227166
Consumer,23779,209
Consumer,46895,84
Producer,70512,72293416
Consumer,87109,84
Producer,35637,72291583
Producer,20014,72251208
Consumer,611,250
Consumer,14687,0
Consumer,32998,0
Producer,81261,72319042
Consumer,3330,83
Consumer,80423,209
Producer,65821,72406042
Producer,29329,72369708
Producer,6050,72336500
Consumer,7521,209
Consumer,45548,41
Producer,50027,72340792
Consumer,1140,333
Consumer,26998,333
Consumer,48081,250
Consumer,23998,292
Producer,91227,72418250
Consumer,68515,83
Producer,39292,72409209
Consumer,97849,41
Producer,78280,72400583
Consumer,72881,83
Producer,86377,72389542
Consumer,92675,84
Producer,63542,72372292
Producer,75650,72346083
Consumer,46165,291
Producer,25536,72331459
Consumer,65346,333
Producer,30197,72309750
Consumer,96638,1083
Producer,77731,72525917
Producer,3988,72498250
Consumer,57824,375
Producer,46346,72463750
Producer,88279,72425625
Consumer,39364,125
Consumer,93864,208
Producer,69559,72461334
Producer,50468,72437625
Consumer,2070,1541
Consumer,70687,250
Consumer,13531,500
Producer,90676,72844709
Consumer,89991,291
Producer,24395,72833375
Producer,50405,72796333
Producer,19599,72773167
Consumer,39524,375
Consumer,71762,375
Producer,91594,73007958
Consumer,53561,459
Consumer,79475,208
Producer,83488,73108166
Consumer,86608,333
Producer,75652,73164959
Consumer,62372,458
Producer,99944,73198958
Consumer,67436,291
Producer,83280,73240625
Producer,26324,73210792
Consumer,65859,250
Consumer,1325,208
Consumer,46206,84
Producer,75751,73399750
Consumer,5725,167
Consumer,42643,83
Producer,89049,73491792
Consumer,26116,42
Producer,27286,73497292
Consumer,45756,250
Consumer,50336,334
Producer,77193,73541542
Consumer,63332,208
Consumer,64774,125
Producer,87345,73601291
Consumer,26366,42
Consumer,98244,333
Producer,90437,73753292
Producer,85103,73727458
Consumer,21881,209
Producer,29174,73730000
Consumer,59376,125
Consumer,54080,83
Producer,70783,73744500
Producer,22709,73696375
Consumer,28911,125
Consumer,59809,375
Producer,81761,73726041
Producer,8971,73685667
Consumer,40157,250
Consumer,72570,292
Producer,89879,73896250
Producer,33656,73861917
Producer,2631,73819458
Consumer,97707,83
